Sport,Zone,Session Code,Date,Games Day,Session Description,Start Time,End Time
Wrestling,DTLA,WRE01,"Monday, July 24",10,Men's Greco-Roman 60kg Round of 16 Women's Freestyle 50kg Round of 16 Men's Greco-Roman 130kg Round of 16 Men's Greco-Roman 60kg Quarterfinal Women's Freestyle 50kg Quarterfinal Men's Greco-Roman 130kg Quarterfinal,11:00,13:00
Wrestling,DTLA,WRE02,"Monday, July 24",10,Men's Greco-Roman 60kg Semifinal Men's Greco-Roman 130kg Semifinal Women's Freestyle 50kg Semifinal,19:00,20:00
Wrestling,DTLA,WRE03,"Tuesday, July 25",11,Men's Greco-Roman 60kg Repechage Women's Freestyle 50kg Repechage Men's Greco-Roman 130kg Repechage Men's Greco-Roman 77kg Round of 16 Women's Freestyle 53kg Round of 16 Men's Greco-Roman 97kg Round of 16 Men's Greco-Roman 77kg Quarterfinal Women's Freestyle 53kg Quarterfinal Men's Greco-Roman 97kg Quarterfinal,11:00,13:30
Wrestling,DTLA,WRE04,"Tuesday, July 25",11,Men's Greco-Roman 77kg Semifinal Men's Greco-Roman 97kg Semifinal Women's Freestyle 53kg Semifinal Men's Greco-Roman 60kg Bronze Medal Match Men's Greco-Roman 60kg Gold Medal Match Men's Greco-Roman 130kg Bronze Medal Match Men's Greco-Roman 130kg Gold Medal Match Women's Freestyle 50kg Bronze Medal Match Women's Freestyle 50kg Gold Medal Match,19:00,22:45
Wrestling,DTLA,WRE05,"Wednesday, July 26",12,Men's Greco-Roman 77kg Repechage Women's Freestyle 53kg Repechage Men's Greco-Roman 97kg Repechage Men's Greco-Roman 67kg Round of 16 Women's Freestyle 57kg Round of 16 Men's Greco-Roman 87kg Round of 16 Men's Greco-Roman 67kg Quarterfinal Women's Freestyle 57kg Quarterfinal Men's Greco-Roman 87kg Quarterfinal,11:00,13:30
Wrestling,DTLA,WRE06,"Wednesday, July 26",12,Men's Greco-Roman 67kg Semifinal Men's Greco-Roman 87kg Semifinal Women's Freestyle 57kg Semifinal Men's Greco-Roman 77kg Bronze Medal Match Men's Greco-Roman 77kg Gold Medal Match Men's Greco-Roman 97kg Bronze Medal Match Men's Greco-Roman 97kg Gold Medal Match Women's Freestyle 53kg Bronze Medal Match Women's Freestyle 53kg Gold Medal Match,19:00,22:45
Wrestling,DTLA,WRE07,"Thursday, July 27",13,Men's Greco-Roman 67kg Repechage Women's Freestyle 57kg Repechage Men's Greco-Roman 87kg Repechage Men's Freestyle 57kg Round of 16 Women's Freestyle 62kg Round of 16 Men's Freestyle 86kg Round of 16 Men's Freestyle 57kg Quarterfinal Women's Freestyle 62kg Quarterfinal Men's Freestyle 86kg Quarterfinal,11:00,13:30
Wrestling,DTLA,WRE08,"Thursday, July 27",13,Men's Freestyle 57kg Semifinal Men's Freestyle 86kg Semifinal Women's Freestyle 62kg Semifinal Men's Greco-Roman 67kg Bronze Medal Match Men's Greco-Roman 67kg Gold Medal Match Men's Greco-Roman 87kg Bronze Medal Match Men's Greco-Roman 87kg Gold Medal Match Women's Freestyle 57kg Bronze Medal Match Women's Freestyle 57kg Gold Medal Match,19:00,22:45
Wrestling,DTLA,WRE09,"Friday, July 28",14,Men's Freestyle 57kg Repechage Women's Freestyle 62kg Repechage Men's Freestyle 86kg Repechage Men's Freestyle 74kg Round of 16 Women's Freestyle 68kg Round of 16 Men's Freestyle 125kg Round of 16 Men's Freestyle 74kg Quarterfinal Women's Freestyle 68kg Quarterfinal Men's Freestyle 125kg Quarterfinal,11:00,13:30
Wrestling,DTLA,WRE10,"Friday, July 28",14,Men's Freestyle 74kg Semifinal Men's Freestyle 125kg Semifinal Women's Freestyle 68kg Semifinal Men's Freestyle 57kg Bronze Medal Match Men's Freestyle 57kg Gold Medal Match Men's Freestyle 86kg Bronze Medal Match Men's Freestyle 86kg Gold Medal Match Women's Freestyle 62kg Bronze Medal Match Women's Freestyle 62kg Gold Medal Match,19:00,22:45
Wrestling,DTLA,WRE11,"Saturday, July 29",15,Men's Freestyle 74kg Repechage Women's Freestyle 68kg Repechage Men's Freestyle 125kg Repechage Men's Freestyle 65kg Round of 16 Women's Freestyle 76kg Round of 16 Men's Freestyle 97kg Round of 16 Men's Freestyle 65kg Quarterfinal Women's Freestyle 76kg Quarterfinal Men's Freestyle 97kg Quarterfinal,11:00,13:30
Wrestling,DTLA,WRE12,"Saturday, July 29",15,Men's Freestyle 65kg Semifinal Men's Freestyle 97kg Semifinal Women's Freestyle 76kg Semifinal Men's Freestyle 74kg Bronze Medal Match Men's Freestyle 74kg Gold Medal Match Men's Freestyle 125kg Bronze Medal Match Men's Freestyle 125kg Gold Medal Match Women's Freestyle 68kg Bronze Medal Match Women's Freestyle 68kg Gold Medal Match,19:00,22:45
Wrestling,DTLA,WRE13,"Sunday, July 30",16,Men's Freestyle 65kg Repechage Women's Freestyle 76kg Repechage Men's Freestyle 97kg Repechage Men's Freestyle 65kg Bronze Medal Match Men's Freestyle 65kg Gold Medal Match Men's Freestyle 97kg Bronze Medal Match Men's Freestyle 97kg Gold Medal Match Women's Freestyle 76kg Bronze Medal Match Women's Freestyle 76kg Gold Medal Match,11:00,14:30
